source,relation,target
"(6E,11E)-HEPTADECA-6,11-DIENE-9,9-DIYLBIS(PHOSPHONIC ACID)",approval_status,experimental
"7-BENZYL-1,3-DIMETHYL-8-PIPERAZIN-1-YL-3,7-DIHYDRO-PURINE-2,6-DIONE",has_state,solid
"7-BENZYL-1,3-DIMETHYL-8-PIPERAZIN-1-YL-3,7-DIHYDRO-PURINE-2,6-DIONE",approval_status,experimental
"5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",has_state,solid
"5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",approval_status,experimental
"6-(2-fluorophenyl)-N-(pyridin-3-ylmethyl)imidazo[1,2-a]pyrazin-8-amine",has_state,solid
"6-(2-fluorophenyl)-N-(pyridin-3-ylmethyl)imidazo[1,2-a]pyrazin-8-amine",approval_status,experimental
"3-methyl-N-(pyridin-4-ylmethyl)imidazo[1,2-a]pyrazin-8-amine",has_state,solid
"3-methyl-N-(pyridin-4-ylmethyl)imidazo[1,2-a]pyrazin-8-amine",approval_status,experimental
"5-(2-fluorophenyl)-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",has_state,solid
"5-(2-fluorophenyl)-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",approval_status,experimental
"3-bromo-5-phenyl-N-(pyridin-3-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",has_state,solid
"3-bromo-5-phenyl-N-(pyridin-3-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",approval_status,experimental
"3-bromo-5-phenyl-N-(pyrimidin-5-ylmethyl)pyrazolo[1,5-a]pyridin-7-amine",has_state,solid
"3-bromo-5-phenyl-N-(pyrimidin-5-ylmethyl)pyrazolo[1,5-a]pyridin-7-amine",approval_status,experimental
"3-bromo-6-phenyl-N-(pyrimidin-5-ylmethyl)imidazo[1,2-a]pyridin-8-amine",has_state,solid
"3-bromo-6-phenyl-N-(pyrimidin-5-ylmethyl)imidazo[1,2-a]pyridin-8-amine",approval_status,experimental
"N-((2-aminopyrimidin-5-yl)methyl)-5-(2,6-difluorophenyl)-3-ethylpyrazolo[1,5-a]pyrimidin-7-amine",has_state,solid
"N-((2-aminopyrimidin-5-yl)methyl)-5-(2,6-difluorophenyl)-3-ethylpyrazolo[1,5-a]pyrimidin-7-amine",approval_status,experimental
"3-cyclopropyl-5-phenyl-N-(pyridin-3-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",has_state,solid
"3-cyclopropyl-5-phenyl-N-(pyridin-3-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",approval_status,experimental
"2-[4-(2H-1,4-BENZOTHIAZINE-3-YL)-PIPERAZINE-1-LY]-1,3-THIAZOLE-4-CARBOXYLIC ACID ETHYLESTER",has_state,solid
"2-[4-(2H-1,4-BENZOTHIAZINE-3-YL)-PIPERAZINE-1-LY]-1,3-THIAZOLE-4-CARBOXYLIC ACID ETHYLESTER",approval_status,experimental
"[(3S)-9-hydroxy-1-methyl-10-oxo-4,10-dihydro-3H-benzo[g]isochromen-3-yl]acetic acid",has_state,solid
"[(3S)-9-hydroxy-1-methyl-10-oxo-4,10-dihydro-3H-benzo[g]isochromen-3-yl]acetic acid",approval_status,experimental
"3,4-dihydroxy-9,10-secoandrosta-1(10),2,4-triene-9,17-dione",has_state,solid
"3,4-dihydroxy-9,10-secoandrosta-1(10),2,4-triene-9,17-dione",approval_status,experimental
1-[2-HYDROXY-3-(4-CYCLOHEXYL-PHENOXY)-PROPYL]-4-(2-PYRIDYL)-PIPERAZINE,has_state,solid
1-[2-HYDROXY-3-(4-CYCLOHEXYL-PHENOXY)-PROPYL]-4-(2-PYRIDYL)-PIPERAZINE,approval_status,experimental
(S)-Fluoxetine,has_cas_number,100568-02-3
(S)-Fluoxetine,has_state,solid
(S)-Fluoxetine,approval_status,experimental
(1S)-1-Phenylethyl (4-acetamidobenzyl)phosphonate,has_state,solid
(1S)-1-Phenylethyl (4-acetamidobenzyl)phosphonate,approval_status,experimental
"4-[(3AS,4R,7R,8AS,8BR)-2-(1,3-BENZODIOXOL-5-YLMETHYL)-7-HYDROXY-1,3-DIOXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZENECARBOXIMIDAMIDE",has_state,solid
"4-[(3AS,4R,7R,8AS,8BR)-2-(1,3-BENZODIOXOL-5-YLMETHYL)-7-HYDROXY-1,3-DIOXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZENECARBOXIMIDAMIDE",approval_status,experimental
PROGESTERONE-11-ALPHA-OL-HEMISUCCINATE,has_state,solid
PROGESTERONE-11-ALPHA-OL-HEMISUCCINATE,approval_status,experimental
"[(4S)-2,2-dimethyl-1,3-dioxolan-4-yl]methyl hydrogen hex-5-enylphosphonate",has_state,solid
"[(4S)-2,2-dimethyl-1,3-dioxolan-4-yl]methyl hydrogen hex-5-enylphosphonate",approval_status,experimental
"(3R)-METHYLCARBAMOYL-7-SULFOAMINO-3,4-DIHYDRO-1H-ISOQUINOLINE-2-CARBOXYLIC ACID BENZYL ESTER",has_state,solid
"(3R)-METHYLCARBAMOYL-7-SULFOAMINO-3,4-DIHYDRO-1H-ISOQUINOLINE-2-CARBOXYLIC ACID BENZYL ESTER",approval_status,experimental
"7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline",has_cas_number,61563-24-4
"7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline",has_state,solid
"7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline",approval_status,experimental
3-{(R)-(Dihydroxyboryl)[(2-thienylacetyl)amino]methyl}benzoic acid,has_cas_number,497258-67-0
3-{(R)-(Dihydroxyboryl)[(2-thienylacetyl)amino]methyl}benzoic acid,has_state,solid
3-{(R)-(Dihydroxyboryl)[(2-thienylacetyl)amino]methyl}benzoic acid,approval_status,experimental
(1R)-1-(2-thienylacetylamino)-1-phenylmethylboronic acid,has_state,solid
(1R)-1-(2-thienylacetylamino)-1-phenylmethylboronic acid,approval_status,experimental
"(1E)-5-(1-piperidin-4-yl-3-pyridin-4-yl-1H-pyrazol-4-yl)-2,3-dihydro-1H-inden-1-one oxime",has_state,solid
"(1E)-5-(1-piperidin-4-yl-3-pyridin-4-yl-1H-pyrazol-4-yl)-2,3-dihydro-1H-inden-1-one oxime",approval_status,experimental
N-(3-carboxypropanoyl)-L-norvaline,has_state,solid
N-(3-carboxypropanoyl)-L-norvaline,approval_status,experimental
"1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline",has_state,solid
"1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline",approval_status,experimental
"5'-ACETYL-4-{[(2,4-DIMETHYLPHENYL)SULFONYL]AMINO}-2,2'-BITHIOPHENE-5-CARBOXYLIC ACID",has_state,solid
"5'-ACETYL-4-{[(2,4-DIMETHYLPHENYL)SULFONYL]AMINO}-2,2'-BITHIOPHENE-5-CARBOXYLIC ACID",approval_status,experimental
"2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9H-carbazol-9-yl)benzamide",has_state,solid
"2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9H-carbazol-9-yl)benzamide",approval_status,experimental
"2-HYDROXYMETHYL-6-OCTYLSULFANYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL",has_state,solid
"2-HYDROXYMETHYL-6-OCTYLSULFANYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL",approval_status,experimental
"N-[(2S,4S,6R)-2-(dihydroxymethyl)-4-hydroxy-3,3-dimethyl-7-oxo-4lambda~4~-thia-1-azabicyclo[3.2.0]hept-6-yl]-2-phenylacetamide",has_state,solid
"N-[(2S,4S,6R)-2-(dihydroxymethyl)-4-hydroxy-3,3-dimethyl-7-oxo-4lambda~4~-thia-1-azabicyclo[3.2.0]hept-6-yl]-2-phenylacetamide",approval_status,experimental
3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE,has_state,solid
3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE,approval_status,experimental
"BENZYL 6-BENZYL-5,7-DIOXO-6,7-DIHYDRO-5H-[1,3]THIAZOLO[3,2-C]PYRIMIDINE-2-CARBOXYLATE",has_state,solid
"BENZYL 6-BENZYL-5,7-DIOXO-6,7-DIHYDRO-5H-[1,3]THIAZOLO[3,2-C]PYRIMIDINE-2-CARBOXYLATE",approval_status,experimental
4-(4-STYRYL-PHENYLCARBAMOYL)-BUTYRIC ACID,has_state,solid
4-(4-STYRYL-PHENYLCARBAMOYL)-BUTYRIC ACID,approval_status,experimental
(2E)-N-{4-[(3-bromophenyl)amino]quinazolin-6-yl}-4-(dimethylamino)but-2-enamide,has_state,solid
(2E)-N-{4-[(3-bromophenyl)amino]quinazolin-6-yl}-4-(dimethylamino)but-2-enamide,approval_status,experimental
L-1-naphthyl-2-acetamido-ethane boronic acid,has_state,solid
L-1-naphthyl-2-acetamido-ethane boronic acid,approval_status,experimental
D-1-naphthyl-2-acetamido-ethane boronic acid,has_state,solid
D-1-naphthyl-2-acetamido-ethane boronic acid,approval_status,experimental
A-674563,has_cas_number,552325-73-2
A-674563,has_state,solid
A-674563,approval_status,experimental
"3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE",has_state,solid
"3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE",approval_status,experimental
4-(ACETYLAMINO)-3-HYDROXY-5-NITROBENZOIC ACID,has_state,solid
4-(ACETYLAMINO)-3-HYDROXY-5-NITROBENZOIC ACID,approval_status,experimental
4-(ACETYLAMINO)-5-AMINO-3-HYDROXYBENZOIC ACID,has_state,solid
4-(ACETYLAMINO)-5-AMINO-3-HYDROXYBENZOIC ACID,approval_status,experimental
4-{[4-AMINO-6-(CYCLOHEXYLMETHOXY)-5-NITROSOPYRIMIDIN-2-YL]AMINO}BENZAMIDE,has_state,solid
4-{[4-AMINO-6-(CYCLOHEXYLMETHOXY)-5-NITROSOPYRIMIDIN-2-YL]AMINO}BENZAMIDE,approval_status,experimental
3-[(4-CHLOROANILINO)SULFONYL]THIOPHENE-2-CARBOXYLIC ACID,has_state,solid
3-[(4-CHLOROANILINO)SULFONYL]THIOPHENE-2-CARBOXYLIC ACID,approval_status,experimental
"(5R)-2-sulfanyl-5-[4-(trifluoromethyl)benzyl]-1,3-thiazol-4(5H)-one",has_state,solid
"(5R)-2-sulfanyl-5-[4-(trifluoromethyl)benzyl]-1,3-thiazol-4(5H)-one",approval_status,experimental
"2-[(1S)-1-BENZYL-2-SULFANYLETHYL]-1H-IMIDAZO[4,5-C]PYRIDIN-5-IUM",has_state,solid
"2-[(1S)-1-BENZYL-2-SULFANYLETHYL]-1H-IMIDAZO[4,5-C]PYRIDIN-5-IUM",approval_status,experimental
"1-(5-TERT-BUTYL-1,3,4-OXADIAZOL-2-YL)-2-(METHYLAMINO)ETHANONE",has_state,solid
"1-(5-TERT-BUTYL-1,3,4-OXADIAZOL-2-YL)-2-(METHYLAMINO)ETHANONE",approval_status,experimental
3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE,has_state,solid
3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE,approval_status,experimental
4-[(5-bromopyridin-2-yl)amino]-4-oxobutanoic acid,has_state,solid
4-[(5-bromopyridin-2-yl)amino]-4-oxobutanoic acid,approval_status,experimental
"4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}aniline",has_state,solid
"4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}aniline",approval_status,experimental
4-bromo-2-{[(2R)-2-(2-chlorobenzyl)pyrrolidin-1-yl]carbonyl}aniline,has_state,solid
4-bromo-2-{[(2R)-2-(2-chlorobenzyl)pyrrolidin-1-yl]carbonyl}aniline,approval_status,experimental
"4-[(4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}phenyl)amino]-4-oxobutanoic acid",has_state,solid
"4-[(4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}phenyl)amino]-4-oxobutanoic acid",approval_status,experimental
"N-(4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}phenyl)-4-morpholin-4-yl-4-oxobutanamide",has_state,solid
"N-(4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}phenyl)-4-morpholin-4-yl-4-oxobutanamide",approval_status,experimental
"2-amino-5-[3-(1-ethyl-1H-pyrazol-5-yl)-1H-pyrrolo[2,3-b]pyridin-5-yl]-N,N-dimethylbenzamide",has_state,solid
"2-amino-5-[3-(1-ethyl-1H-pyrazol-5-yl)-1H-pyrrolo[2,3-b]pyridin-5-yl]-N,N-dimethylbenzamide",approval_status,experimental
"S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] hexanethioate",has_state,solid
"S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] hexanethioate",approval_status,experimental
"S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] octanethioate",has_state,solid
"S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] octanethioate",approval_status,experimental
Sinapic acid,has_cas_number,7362-37-0
Sinapic acid,has_state,solid
Sinapic acid,approval_status,experimental
2-({2-[(3R)-3-AMINOPIPERIDIN-1-YL]-4-OXOQUINAZOLIN-3(4H)-YL}METHYL)BENZONITRILE,has_state,solid
2-({2-[(3R)-3-AMINOPIPERIDIN-1-YL]-4-OXOQUINAZOLIN-3(4H)-YL}METHYL)BENZONITRILE,approval_status,experimental
SYRINGATE,has_state,solid
SYRINGATE,approval_status,experimental
1-(3-HYDROXYPROPYL)-2-[(3-NITROBENZOYL)AMINO]-1H-BENZIMIDAZOL-5-YL PIVALATE,has_state,solid
1-(3-HYDROXYPROPYL)-2-[(3-NITROBENZOYL)AMINO]-1H-BENZIMIDAZOL-5-YL PIVALATE,approval_status,experimental
"5-(4-METHOXYBIPHENYL-3-YL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE",has_state,solid
"5-(4-METHOXYBIPHENYL-3-YL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE",approval_status,experimental
"1,2,5-THIADIAZOLIDIN-3-ONE-1,1-DIOXIDE",has_state,solid
"1,2,5-THIADIAZOLIDIN-3-ONE-1,1-DIOXIDE",approval_status,experimental
TERT-BUTYL 2-CYANO-2-METHYLHYDRAZINECARBOXYLATE,has_state,solid
TERT-BUTYL 2-CYANO-2-METHYLHYDRAZINECARBOXYLATE,approval_status,experimental
"4-[(1S,2R,5S)-4,4,8-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",has_state,solid
"4-[(1S,2R,5S)-4,4,8-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",approval_status,experimental
5'-deoxy-5'-piperidin-1-ylthymidine,has_state,solid
5'-deoxy-5'-piperidin-1-ylthymidine,approval_status,experimental
Dorsomorphin,has_cas_number,866405-64-3
Dorsomorphin,has_state,solid
Dorsomorphin,approval_status,experimental
R-82913,has_cas_number,126347-69-1
R-82913,has_state,solid
R-82913,approval_status,experimental
N-[(4-methoxyphenyl)sulfonyl]-D-alanine,has_state,solid
N-[(4-methoxyphenyl)sulfonyl]-D-alanine,approval_status,experimental
Tivirapine,has_cas_number,137332-54-8
Tivirapine,has_state,solid
Tivirapine,approval_status,experimental
Tributyltin,has_cas_number,688-73-3
Tributyltin,has_state,solid
Tributyltin,approval_status,experimental
"3-(2,6-difluorophenyl)-2-(methylthio)quinazolin-4(3H)-one",has_state,solid
"3-(2,6-difluorophenyl)-2-(methylthio)quinazolin-4(3H)-one",approval_status,experimental
N-[(1S)-5-amino-1-(chloroacetyl)pentyl]-4-methylbenzenesulfonamide,has_state,solid
N-[(1S)-5-amino-1-(chloroacetyl)pentyl]-4-methylbenzenesulfonamide,approval_status,experimental
Triclosan,has_cas_number,3380-34-5
Triclosan,has_state,solid
Triclosan,approval_status,approved
"6-METHYL-2(PROPANE-1-SULFONYL)-2H-THIENO[3,2-D][1,2,3]DIAZABORININ-1-OL",has_state,solid
"6-METHYL-2(PROPANE-1-SULFONYL)-2H-THIENO[3,2-D][1,2,3]DIAZABORININ-1-OL",approval_status,experimental
"(3R,4S)-1-[(4-AMINO-5H-PYRROLO[3,2-D]PYRIMIDIN-7-YL)METHYL]-4-[(METHYLSULFANYL)METHYL]PYRROLIDIN-3-OL",has_state,solid
"(3R,4S)-1-[(4-AMINO-5H-PYRROLO[3,2-D]PYRIMIDIN-7-YL)METHYL]-4-[(METHYLSULFANYL)METHYL]PYRROLIDIN-3-OL",approval_status,experimental
"(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE",has_state,solid
"(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE",approval_status,experimental
"4-({(2R,5S)-2,5-DIMETHYL-4-[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]PIPERAZIN-1-YL}CARBONYL)BENZONITRILE",has_state,solid
"4-({(2R,5S)-2,5-DIMETHYL-4-[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]PIPERAZIN-1-YL}CARBONYL)BENZONITRILE",approval_status,experimental
"(2R)-N-{4-[Ethyl(phenyl)sulfamoyl]-2-methylphenyl}-3,3,3-trifluoro-2-hydroxy-2-methylpropanamide",has_state,solid
"(2R)-N-{4-[Ethyl(phenyl)sulfamoyl]-2-methylphenyl}-3,3,3-trifluoro-2-hydroxy-2-methylpropanamide",approval_status,experimental
N-(2-AMINOETHYL)-2-{3-CHLORO-4-[(4-ISOPROPYLBENZYL)OXY]PHENYL} ACETAMIDE,has_state,solid
N-(2-AMINOETHYL)-2-{3-CHLORO-4-[(4-ISOPROPYLBENZYL)OXY]PHENYL} ACETAMIDE,approval_status,experimental
"2-[(2',3',4'-TRIFLUOROBIPHENYL-2-YL)OXY]ETHANOL",has_state,solid
"2-[(2',3',4'-TRIFLUOROBIPHENYL-2-YL)OXY]ETHANOL",approval_status,experimental
"1,1,1-TRIFLUORO-3-(OCTYLTHIO)ACETONE",has_state,solid
"1,1,1-TRIFLUORO-3-(OCTYLTHIO)ACETONE",approval_status,experimental
"2,2,2-TRIFLUORO-1-{5-[(3-PHENYL-5,6-DIHYDROIMIDAZO[1,2-A]PYRAZIN-7(8H)-YL)CARBONYL]THIOPHEN-2-YL}ETHANE-1,1-DIOL",has_state,solid
"2,2,2-TRIFLUORO-1-{5-[(3-PHENYL-5,6-DIHYDROIMIDAZO[1,2-A]PYRAZIN-7(8H)-YL)CARBONYL]THIOPHEN-2-YL}ETHANE-1,1-DIOL",approval_status,experimental
"3-[[(METHYLAMINO)SULFONYL]AMINO]-2-OXO-6-PHENYL-N-[3,3,3-TRIFLUORO-1-(1-METHYLETHYL)-2-OXOPHENYL]-1(2H)-PYRIDINE ACETAMIDE",has_state,solid
"3-[[(METHYLAMINO)SULFONYL]AMINO]-2-OXO-6-PHENYL-N-[3,3,3-TRIFLUORO-1-(1-METHYLETHYL)-2-OXOPHENYL]-1(2H)-PYRIDINE ACETAMIDE",approval_status,experimental
"2-[4-(DIMETHYLAMINO)PHENYL]-6-HYDROXY-3-METHYL-1,3-BENZOTHIAZOL-3-IUM",has_state,solid
"2-[4-(DIMETHYLAMINO)PHENYL]-6-HYDROXY-3-METHYL-1,3-BENZOTHIAZOL-3-IUM",approval_status,experimental
"4-(2,2,2-TRIFLUOROETHYL)-L-PHENYLALANINE",has_state,solid
"4-(2,2,2-TRIFLUOROETHYL)-L-PHENYLALANINE",approval_status,experimental
3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER,has_state,solid
3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER,approval_status,experimental
Testosterone succinate,has_cas_number,521-15-3
Testosterone succinate,has_state,solid
Testosterone succinate,approval_status,experimental
Thiacloprid,has_cas_number,111988-49-9
Thiacloprid,has_state,solid
Thiacloprid,approval_status,experimental
Thiamphenicol,has_cas_number,15318-45-3
Thiamphenicol,has_state,solid
Thiamphenicol,approval_status,experimental
"4-(4-CHLORO-PHENYL)-1-{3-[2-(4-FLUORO-PHENYL)-[1,3]DITHIOLAN-2-YL]-PROPYL}-PIPERIDIN-4-OL",has_state,solid
"4-(4-CHLORO-PHENYL)-1-{3-[2-(4-FLUORO-PHENYL)-[1,3]DITHIOLAN-2-YL]-PROPYL}-PIPERIDIN-4-OL",approval_status,experimental
"2-[CARBOXY-(2-THIOPHEN-2-YL-ACETYLAMINO)-METHYL]-5-METHYLENE-5,6-DIHYDRO-2H-[1,3]THIAZINE-4-CARBOXYLIC ACID",has_state,solid
"2-[CARBOXY-(2-THIOPHEN-2-YL-ACETYLAMINO)-METHYL]-5-METHYLENE-5,6-DIHYDRO-2H-[1,3]THIAZINE-4-CARBOXYLIC ACID",approval_status,experimental
"1-[(4S)-4-amino-5-(1,3-benzothiazol-2-yl)-5-oxopentyl]guanidine",has_state,solid
"1-[(4S)-4-amino-5-(1,3-benzothiazol-2-yl)-5-oxopentyl]guanidine",approval_status,experimental
Thiorphan,has_cas_number,76721-89-6
Thiorphan,has_state,solid
Thiorphan,approval_status,experimental
"(5R)-4-HYDROXY-3,5-DIMETHYL-5-[(1E,3E)-2-METHYLPENTA-1,3-DIENYL]THIOPHEN-2(5H)-ONE",has_state,solid
"(5R)-4-HYDROXY-3,5-DIMETHYL-5-[(1E,3E)-2-METHYLPENTA-1,3-DIENYL]THIOPHEN-2(5H)-ONE",approval_status,experimental
"(5R)-5-[(1E)-BUTA-1,3-DIENYL]-4-HYDROXY-3,5-DIMETHYLTHIOPHEN-2(5H)-ONE",has_state,solid
"(5R)-5-[(1E)-BUTA-1,3-DIENYL]-4-HYDROXY-3,5-DIMETHYLTHIOPHEN-2(5H)-ONE",approval_status,experimental
"N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE",has_state,solid
"N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE",approval_status,experimental
"N-(4-CHLOROPHENYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE",has_state,solid
"N-(4-CHLOROPHENYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE",approval_status,experimental
Trimesic acid,has_cas_number,554-95-0
Trimesic acid,has_state,solid
Trimesic acid,approval_status,experimental
TNP-470,has_cas_number,129298-91-5
TNP-470,has_state,solid
TNP-470,approval_status,investigational
6-BENZYL-1-BENZYLOXYMETHYL-5-ISOPROPYL URACIL,has_state,solid
6-BENZYL-1-BENZYLOXYMETHYL-5-ISOPROPYL URACIL,approval_status,experimental
N-(TRANS-4'-NITRO-4-STILBENYL)-N-METHYL-5-AMINO-PENTANOIC ACID,has_state,solid
N-(TRANS-4'-NITRO-4-STILBENYL)-N-METHYL-5-AMINO-PENTANOIC ACID,approval_status,experimental
2-Hydroxybenzalpyruvate,has_cas_number,90293-62-2
2-Hydroxybenzalpyruvate,has_state,solid
2-Hydroxybenzalpyruvate,approval_status,experimental
4-(2-METHOXYPHENYL)-2-OXOBUT-3-ENOIC ACID,has_state,solid
4-(2-METHOXYPHENYL)-2-OXOBUT-3-ENOIC ACID,approval_status,experimental
1-hydroperoxy-L-tryptophan,has_state,solid
1-hydroperoxy-L-tryptophan,approval_status,experimental
Dapivirine,has_cas_number,244767-67-7
Dapivirine,has_state,solid
Dapivirine,approval_status,investigational
"(2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID",has_state,solid
"(2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID",approval_status,experimental
"(2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID",has_state,solid
"(2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID",approval_status,experimental
"(2R,6S)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine",has_state,solid
"(2R,6S)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine",approval_status,experimental
2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER,has_state,solid
2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER,approval_status,experimental
{1-[2-(1-FORMYL-PROPYL)-3-METHANESULFONYLAMINO-PYRROLIDINE-1-CARBONYL]-2-METHYL-PROPYL}-CARBAMIC ACID TERT-BUTYL ESTER,has_state,solid
{1-[2-(1-FORMYL-PROPYL)-3-METHANESULFONYLAMINO-PYRROLIDINE-1-CARBONYL]-2-METHYL-PROPYL}-CARBAMIC ACID TERT-BUTYL ESTER,approval_status,experimental
"6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE",has_state,solid
"6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE",approval_status,experimental
TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL,has_state,solid
TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL,approval_status,experimental
Trazeolide,has_state,solid
Trazeolide,approval_status,experimental
"8-Hydroxy-2-oxa-bicyclo[3.3.1]non-6-ene-3,5-dicarboxylic acid",has_state,solid
"8-Hydroxy-2-oxa-bicyclo[3.3.1]non-6-ene-3,5-dicarboxylic acid",approval_status,experimental
(1S)-1-AMINO-2-(1H-INDOL-3-YL)ETHANOL,has_state,solid
(1S)-1-AMINO-2-(1H-INDOL-3-YL)ETHANOL,approval_status,experimental
3'-THIO-THYMIDINE-5'-PHOSPHATE,has_state,solid
